Brand,Keyword,Country,Tier,Volume_Google,Volume_Ahrefs,Trend_Percent,My_Sites,Total_Volume
123win,123win,BR,Tier3,8100,1700,-45,0,9800
123win,123win,CZ,Tier2,10,0,0,0,10
123win,123win,DK,Tier1,0,0,0,0,0
123win,123win,ES,Tier1,10,0,0,0,10
123win,123win,FR,Tier2,10,10,-50,0,20
123win,123win,GB,Tier1,20,50,0,0,70
123win,123win,HU,Tier2,0,0,0,0,0
123win,123win,IN,Tier3,10,30,-50,0,40
123win,123win,IT,Tier1,10,20,0,0,30
123win,123win,JP,Tier2,140,40,-33,0,180
123win,123win,MX,Tier3,10,10,0,0,20
123win,123win,NL,Tier1,10,10,0,0,20
123win,123win,PL,Tier2,0,0,-100,0,0
123win,123win,UZ,Tier3,0,0,0,0,0
123win,123win casino,AR,Tier3,0,0,0,0,0
123win,123win casino,BR,Tier3,70,10,0,0,80
123win,123win casino,CZ,Tier2,0,0,0,0,0
123win,123win casino,DK,Tier1,0,0,0,0,0
123win,123win casino,ES,Tier1,0,0,0,0,0
123win,123win casino,FR,Tier2,0,0,0,0,0
123win,123win casino,GB,Tier1,10,0,0,0,10
123win,123win casino,HU,Tier2,0,0,0,0,0
123win,123win casino,IN,Tier3,0,0,-100,0,0
123win,123win casino,IT,Tier1,0,0,0,0,0
123win,123win casino,JP,Tier2,0,0,0,0,0
123win,123win casino,MX,Tier3,0,0,0,0,0
123win,123win casino,NL,Tier1,0,0,0,0,0
123win,123win casino,PL,Tier2,0,0,0,0,0
123win,123win casino,UZ,Tier3,0,0,0,0,0
12bet,12 bet,AR,Tier3,10,10,0,0,20
12bet,12 bet,BR,Tier3,140,300,-33,1,440
12bet,12 bet,CZ,Tier2,10,0,0,0,10
12bet,12 bet,DK,Tier1,0,0,0,0,0
12bet,12 bet,ES,Tier1,10,10,0,0,20
12bet,12 bet,FR,Tier2,0,10,-100,0,10
12bet,12 bet,GB,Tier1,30,30,0,0,60
12bet,12 bet,HU,Tier2,10,0,0,0,10
12bet,12 bet,IN,Tier3,22200,15000,-18,1,37200
12bet,12 bet,IT,Tier1,10,10,0,0,20
12bet,12 bet,JP,Tier2,10,20,0,0,30
12bet,12 bet,MX,Tier3,10,10,0,0,20
12bet,12 bet,NL,Tier1,10,10,0,0,20
12bet,12 bet,PL,Tier2,10,10,0,0,20
12bet,12 bet,UZ,Tier3,10,0,0,0,10
12bet,12 bet casino,AR,Tier3,0,0,-100,0,0
12bet,12 bet casino,BR,Tier3,0,0,0,1,0
12bet,12 bet casino,CZ,Tier2,0,0,0,0,0
12bet,12 bet casino,DK,Tier1,0,0,0,0,0
12bet,12 bet casino,ES,Tier1,0,0,0,0,0
12bet,12 bet casino,FR,Tier2,10,0,0,0,10
12bet,12 bet casino,GB,Tier1,10,0,0,0,10
12bet,12 bet casino,HU,Tier2,0,0,0,0,0
12bet,12 bet casino,IN,Tier3,10,0,0,1,10
12bet,12 bet casino,IT,Tier1,10,0,0,0,10
12bet,12 bet casino,JP,Tier2,0,0,0,0,0
12bet,12 bet casino,MX,Tier3,10,0,0,0,10
12bet,12 bet casino,NL,Tier1,10,0,0,0,10
12bet,12 bet casino,PL,Tier2,0,0,0,0,0
12bet,12 bet casino,UZ,Tier3,0,0,0,0,0
12bet,12bet,AR,Tier3,30,50,-40,0,80
12bet,12bet,BR,Tier3,27100,22000,-18,1,49100
12bet,12bet,CZ,Tier2,10,50,0,0,60
12bet,12bet,DK,Tier1,10,10,0,0,20
12bet,12bet,ES,Tier1,70,80,40,0,150
12bet,12bet,FR,Tier2,110,80,120,0,190
12bet,12bet,GB,Tier1,260,350,-19,0,610
12bet,12bet,HU,Tier2,20,20,100,0,40
12bet,12bet,IN,Tier3,165000,122000,0,1,287000
12bet,12bet,IT,Tier1,140,100,180,0,240
12bet,12bet,JP,Tier2,480,450,0,0,930
12bet,12bet,MX,Tier3,30,50,0,0,80
12bet,12bet,NL,Tier1,90,90,29,0,180
12bet,12bet,PL,Tier2,20,30,0,0,50
12bet,12bet,UZ,Tier3,30,20,200,0,50
12bet,12bet casino,AR,Tier3,10,0,0,0,10
12bet,12bet casino,BR,Tier3,320,10,-33,1,330
12bet,12bet casino,CZ,Tier2,10,30,0,0,40
12bet,12bet casino,DK,Tier1,10,0,0,0,10
12bet,12bet casino,ES,Tier1,0,0,0,0,0
12bet,12bet casino,FR,Tier2,0,0,-100,0,0
12bet,12bet casino,GB,Tier1,10,40,-67,0,50
12bet,12bet casino,HU,Tier2,0,0,0,0,0
12bet,12bet casino,IN,Tier3,50,40,0,1,90
12bet,12bet casino,IT,Tier1,10,0,0,0,10
12bet,12bet casino,JP,Tier2,0,0,0,0,0
12bet,12bet casino,MX,Tier3,0,0,0,0,0
12bet,12bet casino,NL,Tier1,10,0,0,0,10
12bet,12bet casino,PL,Tier2,0,0,0,0,0
12bet,12bet casino,UZ,Tier3,0,0,0,0,0
12hbet,12h bet,AR,Tier3,0,0,0,0,0
12hbet,12h bet,BR,Tier3,10,0,0,0,10
12hbet,12h bet,CZ,Tier2,0,0,0,0,0
12hbet,12h bet,DK,Tier1,0,0,0,0,0
12hbet,12h bet,ES,Tier1,0,0,0,0,0
12hbet,12h bet,FR,Tier2,0,0,0,0,0
12hbet,12h bet,GB,Tier1,0,0,0,0,0
12hbet,12h bet,HU,Tier2,0,0,0,0,0
12hbet,12h bet,IN,Tier3,0,0,0,0,0
12hbet,12h bet,IT,Tier1,0,0,0,0,0
12hbet,12h bet,JP,Tier2,0,0,0,0,0
12hbet,12h bet,MX,Tier3,0,0,0,0,0
12hbet,12h bet,NL,Tier1,0,0,0,0,0
12hbet,12h bet,PL,Tier2,0,0,0,0,0
12hbet,12h bet,UZ,Tier3,0,0,0,0,0
12hbet,12h bet casino,AR,Tier3,0,0,0,0,0
12hbet,12h bet casino,BR,Tier3,0,0,0,0,0
12hbet,12h bet casino,CZ,Tier2,0,0,0,0,0
12hbet,12h bet casino,DK,Tier1,0,0,0,0,0
12hbet,12h bet casino,ES,Tier1,0,0,0,0,0
12hbet,12h bet casino,FR,Tier2,0,0,0,0,0
12hbet,12h bet casino,GB,Tier1,0,0,0,0,0
12hbet,12h bet casino,HU,Tier2,0,0,0,0,0
12hbet,12h bet casino,IN,Tier3,0,0,0,0,0
12hbet,12h bet casino,IT,Tier1,0,0,0,0,0
12hbet,12h bet casino,JP,Tier2,0,0,0,0,0
12hbet,12h bet casino,MX,Tier3,0,0,0,0,0
12hbet,12h bet casino,NL,Tier1,0,0,0,0,0
12hbet,12h bet casino,PL,Tier2,0,0,0,0,0
12hbet,12h bet casino,UZ,Tier3,0,0,0,0,0
12hbet,12hbet,AR,Tier3,0,0,0,0,0
12hbet,12hbet,BR,Tier3,40,50,-56,0,90
12hbet,12hbet,CZ,Tier2,0,0,0,0,0
12hbet,12hbet,DK,Tier1,0,0,0,0,0
12hbet,12hbet,ES,Tier1,0,0,0,0,0
12hbet,12hbet,FR,Tier2,10,0,0,0,10
12hbet,12hbet,GB,Tier1,10,0,0,0,10
12hbet,12hbet,HU,Tier2,0,0,0,0,0
12hbet,12hbet,IN,Tier3,0,0,-100,0,0
12hbet,12hbet,IT,Tier1,10,0,0,0,10
12hbet,12hbet,JP,Tier2,50,20,150,0,70
12hbet,12hbet,MX,Tier3,0,0,0,0,0
12hbet,12hbet,NL,Tier1,10,10,0,0,20
12hbet,12hbet,PL,Tier2,0,0,-100,0,0
12hbet,12hbet,UZ,Tier3,0,0,0,0,0
12hbet,12hbet casino,AR,Tier3,0,0,0,0,0
12hbet,12hbet casino,BR,Tier3,0,0,0,0,0
12hbet,12hbet casino,CZ,Tier2,0,0,0,0,0
12hbet,12hbet casino,DK,Tier1,0,0,0,0,0
12hbet,12hbet casino,ES,Tier1,0,0,0,0,0
12hbet,12hbet casino,FR,Tier2,0,0,0,0,0
12hbet,12hbet casino,GB,Tier1,0,0,0,0,0
12hbet,12hbet casino,HU,Tier2,0,0,0,0,0
12hbet,12hbet casino,IN,Tier3,0,0,0,0,0
12hbet,12hbet casino,IT,Tier1,0,0,0,0,0
12hbet,12hbet casino,JP,Tier2,0,0,0,0,0
12hbet,12hbet casino,MX,Tier3,0,0,0,0,0
12hbet,12hbet casino,NL,Tier1,0,0,0,0,0
12hbet,12hbet casino,PL,Tier2,0,0,0,0,0
12hbet,12hbet casino,UZ,Tier3,0,0,0,0,0
12play casino,12play casino,AR,Tier3,10,0,0,0,10
12play casino,12play casino,BR,Tier3,10,30,0,0,40
12play casino,12play casino,CZ,Tier2,10,0,0,0,10
12play casino,12play casino,DK,Tier1,0,0,0,0,0
12play casino,12play casino,ES,Tier1,0,0,0,0,0
12play casino,12play casino,FR,Tier2,0,0,0,0,0
12play casino,12play casino,GB,Tier1,10,20,0,0,30
12play casino,12play casino,HU,Tier2,0,0,0,0,0
12play casino,12play casino,IN,Tier3,70,20,0,0,90
12play casino,12play casino,IT,Tier1,10,0,0,0,10
12play casino,12play casino,JP,Tier2,10,0,0,0,10
12play casino,12play casino,MX,Tier3,0,0,0,0,0
12play casino,12play casino,NL,Tier1,10,0,0,0,10
12play casino,12play casino,PL,Tier2,10,0,0,0,10
12play casino,12play casino,UZ,Tier3,10,0,0,0,10
12play casino,12playcasino,AR,Tier3,0,0,0,0,0
12play casino,12playcasino,BR,Tier3,0,0,0,0,0
12play casino,12playcasino,CZ,Tier2,0,0,0,0,0
12play casino,12playcasino,DK,Tier1,0,0,0,0,0
12play casino,12playcasino,ES,Tier1,0,0,0,0,0
12play casino,12playcasino,FR,Tier2,0,0,0,0,0
12play casino,12playcasino,GB,Tier1,0,0,0,0,0
12play casino,12playcasino,HU,Tier2,0,0,0,0,0
12play casino,12playcasino,IN,Tier3,0,0,0,0,0
12play casino,12playcasino,IT,Tier1,0,0,0,0,0
12play casino,12playcasino,JP,Tier2,0,0,0,0,0
12play casino,12playcasino,MX,Tier3,0,0,0,0,0
12play casino,12playcasino,NL,Tier1,0,0,0,0,0
12play casino,12playcasino,PL,Tier2,0,0,0,0,0
12play casino,12playcasino,UZ,Tier3,0,0,0,0,0
17BR casino,17BR casino,AR,Tier3,0,0,0,0,0
17BR casino,17BR casino,BR,Tier3,10,0,0,0,10
17BR casino,17BR casino,CZ,Tier2,0,0,0,0,0
17BR casino,17BR casino,DK,Tier1,0,0,0,0,0
17BR casino,17BR casino,ES,Tier1,0,0,0,0,0
17BR casino,17BR casino,FR,Tier2,10,0,0,0,10
17BR casino,17BR casino,GB,Tier1,10,0,0,0,10
17BR casino,17BR casino,HU,Tier2,10,0,0,0,10
17BR casino,17BR casino,IN,Tier3,0,0,0,0,0
17BR casino,17BR casino,IT,Tier1,10,0,0,0,10
17BR casino,17BR casino,JP,Tier2,0,0,0,0,0
17BR casino,17BR casino,MX,Tier3,0,0,0,0,0
17BR casino,17BR casino,NL,Tier1,0,0,0,0,0
17BR casino,17BR casino,PL,Tier2,10,0,0,0,10
17BR casino,17BR casino,UZ,Tier3,0,0,0,0,0
17BR casino,17BRcasino,AR,Tier3,0,0,0,0,0
17BR casino,17BRcasino,BR,Tier3,0,0,0,0,0
17BR casino,17BRcasino,CZ,Tier2,0,0,0,0,0
17BR casino,17BRcasino,DK,Tier1,0,0,0,0,0
17BR casino,17BRcasino,ES,Tier1,0,0,0,0,0
17BR casino,17BRcasino,FR,Tier2,0,0,0,0,0
17BR casino,17BRcasino,GB,Tier1,0,0,0,0,0
17BR casino,17BRcasino,HU,Tier2,0,0,0,0,0
17BR casino,17BRcasino,IN,Tier3,0,0,0,0,0
17BR casino,17BRcasino,IT,Tier1,0,0,0,0,0
17BR casino,17BRcasino,JP,Tier2,0,0,0,0,0
17BR casino,17BRcasino,MX,Tier3,0,0,0,0,0
17BR casino,17BRcasino,NL,Tier1,0,0,0,0,0
17BR casino,17BRcasino,PL,Tier2,0,0,0,0,0
17BR casino,17BRcasino,UZ,Tier3,0,0,0,0,0
188bet,188 bet,AR,Tier3,10,10,0,0,20
188bet,188 bet,BR,Tier3,1900,500,-34,1,2400
188bet,188 bet,CZ,Tier2,50,20,150,0,70
188bet,188 bet,DK,Tier1,10,0,0,0,10
188bet,188 bet,ES,Tier1,10,10,0,0,20
188bet,188 bet,FR,Tier2,10,30,-67,0,40
188bet,188 bet,GB,Tier1,70,70,0,0,140
188bet,188 bet,HU,Tier2,10,10,0,0,20
188bet,188 bet,IN,Tier3,210,200,-34,0,410
188bet,188 bet,IT,Tier1,10,20,-50,0,30
188bet,188 bet,JP,Tier2,390,150,22,0,540
188bet,188 bet,MX,Tier3,10,20,0,0,30
188bet,188 bet,NL,Tier1,20,30,-60,0,50
188bet,188 bet,PL,Tier2,10,10,0,0,20
188bet,188 bet,UZ,Tier3,10,10,-67,0,20
188bet,188 bet casino,AR,Tier3,0,0,0,0,0
188bet,188 bet casino,BR,Tier3,0,0,-100,1,0
188bet,188 bet casino,CZ,Tier2,0,0,0,0,0
188bet,188 bet casino,DK,Tier1,0,0,0,0,0
188bet,188 bet casino,ES,Tier1,0,0,0,0,0
188bet,188 bet casino,FR,Tier2,0,0,0,0,0
188bet,188 bet casino,GB,Tier1,0,0,0,0,0
188bet,188 bet casino,HU,Tier2,0,0,0,0,0
188bet,188 bet casino,IN,Tier3,10,0,0,0,10
188bet,188 bet casino,IT,Tier1,0,0,0,0,0
188bet,188 bet casino,JP,Tier2,0,0,0,0,0
188bet,188 bet casino,MX,Tier3,0,0,-100,0,0
188bet,188 bet casino,NL,Tier1,0,0,0,0,0
188bet,188 bet casino,PL,Tier2,0,0,0,0,0
188bet,188 bet casino,UZ,Tier3,0,0,0,0,0
188bet,188bet,AR,Tier3,110,300,-81,0,410
188bet,188bet,BR,Tier3,60500,31000,-18,1,91500
188bet,188bet,CZ,Tier2,320,350,-64,0,670
188bet,188bet,DK,Tier1,70,40,-22,0,110
188bet,188bet,ES,Tier1,140,300,-71,0,440
188bet,188bet,FR,Tier2,260,600,-74,0,860
188bet,188bet,GB,Tier1,590,400,-63,0,990
188bet,188bet,HU,Tier2,90,80,-65,0,170
188bet,188bet,IN,Tier3,1600,3500,-70,0,5100
188bet,188bet,IT,Tier1,170,250,-35,0,420
188bet,188bet,JP,Tier2,8100,10000,-64,0,18100
188bet,188bet,MX,Tier3,480,700,-70,0,1180
188bet,188bet,NL,Tier1,260,450,-56,0,710
188bet,188bet,PL,Tier2,140,250,-71,0,390
188bet,188bet,UZ,Tier3,70,150,-78,0,220
188bet,188bet casino,AR,Tier3,0,0,0,0,0
188bet,188bet casino,BR,Tier3,30,30,0,1,60
188bet,188bet casino,CZ,Tier2,10,0,0,0,10
188bet,188bet casino,DK,Tier1,0,0,0,0,0
188bet,188bet casino,ES,Tier1,0,0,0,0,0
188bet,188bet casino,FR,Tier2,0,0,-100,0,0
188bet,188bet casino,GB,Tier1,40,40,0,0,80
188bet,188bet casino,HU,Tier2,0,0,0,0,0
188bet,188bet casino,IN,Tier3,50,30,0,0,80
188bet,188bet casino,IT,Tier1,10,0,0,0,10
188bet,188bet casino,JP,Tier2,10,0,0,0,10
188bet,188bet casino,MX,Tier3,10,0,0,0,10
188bet,188bet casino,NL,Tier1,0,0,-100,0,0
188bet,188bet casino,PL,Tier2,10,0,0,0,10
188bet,188bet casino,UZ,Tier3,10,0,0,0,10
18bet,18 bet,AR,Tier3,0,0,0,0,0
18bet,18 bet,BR,Tier3,70,150,-22,2,220
18bet,18 bet,CZ,Tier2,0,0,-100,0,0
18bet,18 bet,DK,Tier1,0,0,0,0,0
18bet,18 bet,ES,Tier1,10,0,0,0,10
18bet,18 bet,FR,Tier2,0,0,-100,0,0
18bet,18 bet,GB,Tier1,10,60,-67,0,70
18bet,18 bet,HU,Tier2,90,30,800,0,120
18bet,18 bet,IN,Tier3,70,30,75,0,100
18bet,18 bet,IT,Tier1,10,50,0,0,60
18bet,18 bet,JP,Tier2,0,0,0,0,0
18bet,18 bet,MX,Tier3,0,0,0,0,0
18bet,18 bet,NL,Tier1,10,0,0,0,10
18bet,18 bet,PL,Tier2,10,0,0,0,10
18bet,18 bet,UZ,Tier3,20,0,100,0,20
18bet,18 bet casino,AR,Tier3,10,0,0,0,10
18bet,18 bet casino,BR,Tier3,880,30,22,2,910
18bet,18 bet casino,CZ,Tier2,10,0,0,0,10
18bet,18 bet casino,DK,Tier1,50,0,400,0,50
18bet,18 bet casino,ES,Tier1,0,0,0,0,0
18bet,18 bet casino,FR,Tier2,0,0,0,0,0
18bet,18 bet casino,GB,Tier1,10,0,0,0,10
18bet,18 bet casino,HU,Tier2,110,10,1000,0,120
18bet,18 bet casino,IN,Tier3,10,0,-50,0,10
18bet,18 bet casino,IT,Tier1,70,0,600,0,70
18bet,18 bet casino,JP,Tier2,0,0,0,0,0
18bet,18 bet casino,MX,Tier3,0,0,0,0,0
18bet,18 bet casino,NL,Tier1,0,0,0,0,0
18bet,18 bet casino,PL,Tier2,10,0,0,0,10
18bet,18 bet casino,UZ,Tier3,0,0,0,0,0
18bet,18bet,AR,Tier3,20,20,0,0,40
18bet,18bet,BR,Tier3,14800,15000,-33,2,29800
18bet,18bet,CZ,Tier2,10,10,0,0,20
18bet,18bet,DK,Tier1,70,80,250,0,150
18bet,18bet,ES,Tier1,30,30,50,0,60
18bet,18bet,FR,Tier2,20,20,100,0,40
18bet,18bet,GB,Tier1,90,150,-57,0,240
18bet,18bet,HU,Tier2,70,60,133,0,130
18bet,18bet,IN,Tier3,90,150,0,0,240
18bet,18bet,IT,Tier1,480,700,0,0,1180
18bet,18bet,JP,Tier2,20,60,-60,0,80
18bet,18bet,MX,Tier3,10,30,-50,0,40
18bet,18bet,NL,Tier1,10,20,0,0,30
18bet,18bet,PL,Tier2,20,20,0,0,40
18bet,18bet,UZ,Tier3,10,10,0,0,20
18bet,18bet casino,AR,Tier3,0,0,0,0,0
18bet,18bet casino,BR,Tier3,0,700,0,2,700
18bet,18bet casino,CZ,Tier2,0,0,0,0,0
18bet,18bet casino,DK,Tier1,0,20,0,0,20
18bet,18bet casino,ES,Tier1,0,0,0,0,0
18bet,18bet casino,FR,Tier2,0,0,0,0,0
18bet,18bet casino,GB,Tier1,0,20,0,0,20
18bet,18bet casino,HU,Tier2,0,10,0,0,10
18bet,18bet casino,IN,Tier3,0,10,0,0,10
18bet,18bet casino,IT,Tier1,0,40,0,0,40
18bet,18bet casino,JP,Tier2,0,0,0,0,0
18bet,18bet casino,MX,Tier3,0,0,0,0,0
18bet,18bet casino,NL,Tier1,0,0,0,0,0
18bet,18bet casino,PL,Tier2,0,10,0,0,10
18bet,18bet casino,UZ,Tier3,0,0,0,0,0
1960bet casino,1960bet casino,AR,Tier3,0,0,0,0,0
1960bet casino,1960bet casino,BR,Tier3,0,0,0,0,0
1960bet casino,1960bet casino,CZ,Tier2,0,0,0,0,0
1960bet casino,1960bet casino,DK,Tier1,0,0,0,0,0
1960bet casino,1960bet casino,ES,Tier1,0,0,0,0,0
1960bet casino,1960bet casino,FR,Tier2,0,0,0,0,0
1960bet casino,1960bet casino,GB,Tier1,0,0,0,0,0
1960bet casino,1960bet casino,HU,Tier2,0,0,0,0,0
1960bet casino,1960bet casino,IN,Tier3,0,0,0,0,0
1960bet casino,1960bet casino,IT,Tier1,0,0,0,0,0
1960bet casino,1960bet casino,JP,Tier2,0,0,0,0,0
1960bet casino,1960bet casino,MX,Tier3,0,0,0,0,0
1960bet casino,1960bet casino,NL,Tier1,0,0,0,0,0
1960bet casino,1960bet casino,PL,Tier2,0,0,0,0,0
1960bet casino,1960bet casino,UZ,Tier3,0,0,0,0,0
1960bet casino,1960betcasino,AR,Tier3,0,0,0,0,0
1960bet casino,1960betcasino,BR,Tier3,0,0,0,0,0
1960bet casino,1960betcasino,CZ,Tier2,0,0,0,0,0
1960bet casino,1960betcasino,DK,Tier1,0,0,0,0,0
1960bet casino,1960betcasino,ES,Tier1,0,0,0,0,0
1960bet casino,1960betcasino,FR,Tier2,0,0,0,0,0
1960bet casino,1960betcasino,GB,Tier1,0,0,0,0,0
1960bet casino,1960betcasino,HU,Tier2,0,0,0,0,0
1960bet casino,1960betcasino,IN,Tier3,0,0,0,0,0
1960bet casino,1960betcasino,IT,Tier1,0,0,0,0,0
1960bet casino,1960betcasino,JP,Tier2,0,0,0,0,0
1960bet casino,1960betcasino,MX,Tier3,0,0,0,0,0
1960bet casino,1960betcasino,NL,Tier1,0,0,0,0,0
1960bet casino,1960betcasino,PL,Tier2,0,0,0,0,0
1960bet casino,1960betcasino,UZ,Tier3,0,0,0,0,0
1993bet,1993 bet,AR,Tier3,0,0,0,0,0
1993bet,1993 bet,BR,Tier3,2900,2400,-46,2,5300
1993bet,1993 bet,CZ,Tier2,0,0,0,0,0
1993bet,1993 bet,DK,Tier1,0,0,0,0,0
1993bet,1993 bet,ES,Tier1,0,0,0,0,0
1993bet,1993 bet,FR,Tier2,0,0,0,0,0
1993bet,1993 bet,GB,Tier1,0,0,-100,0,0
1993bet,1993 bet,HU,Tier2,0,0,0,0,0
1993bet,1993 bet,IN,Tier3,0,0,-100,0,0
1993bet,1993 bet,IT,Tier1,0,0,0,0,0
1993bet,1993 bet,JP,Tier2,0,0,0,0,0
1993bet,1993 bet,MX,Tier3,0,0,0,0,0
1993bet,1993 bet,NL,Tier1,0,0,0,0,0
1993bet,1993 bet,PL,Tier2,0,0,0,0,0
1993bet,1993 bet,UZ,Tier3,0,0,0,0,0
1993bet,1993 bet casino,AR,Tier3,0,0,0,0,0
1993bet,1993 bet casino,BR,Tier3,90,10,80,2,100
1993bet,1993 bet casino,CZ,Tier2,0,0,0,0,0
1993bet,1993 bet casino,DK,Tier1,0,0,0,0,0
1993bet,1993 bet casino,ES,Tier1,0,0,0,0,0
1993bet,1993 bet casino,FR,Tier2,0,0,0,0,0
1993bet,1993 bet casino,GB,Tier1,0,0,0,0,0
1993bet,1993 bet casino,HU,Tier2,0,0,0,0,0
1993bet,1993 bet casino,IN,Tier3,0,0,0,0,0
1993bet,1993 bet casino,IT,Tier1,0,0,0,0,0
1993bet,1993 bet casino,JP,Tier2,0,0,0,0,0
1993bet,1993 bet casino,MX,Tier3,0,0,0,0,0
1993bet,1993 bet casino,NL,Tier1,0,0,0,0,0
1993bet,1993 bet casino,PL,Tier2,0,0,0,0,0
1993bet,1993 bet casino,UZ,Tier3,0,0,0,0,0
1993bet,1993bet,AR,Tier3,0,0,0,0,0
1993bet,1993bet,BR,Tier3,0,1700,0,2,1700
1993bet,1993bet,CZ,Tier2,0,0,0,0,0
1993bet,1993bet,DK,Tier1,0,0,0,0,0
1993bet,1993bet,ES,Tier1,0,0,-100,0,0
1993bet,1993bet,FR,Tier2,10,0,0,0,10
1993bet,1993bet,GB,Tier1,0,0,0,0,0
1993bet,1993bet,HU,Tier2,0,0,0,0,0
1993bet,1993bet,IN,Tier3,0,0,0,0,0
1993bet,1993bet,IT,Tier1,0,0,0,0,0
1993bet,1993bet,JP,Tier2,0,0,0,0,0
1993bet,1993bet,MX,Tier3,0,0,0,0,0
1993bet,1993bet,NL,Tier1,0,0,0,0,0
1993bet,1993bet,PL,Tier2,0,0,0,0,0
1993bet,1993bet,UZ,Tier3,0,0,0,0,0
1993bet,1993bet casino,AR,Tier3,0,0,0,0,0
1993bet,1993bet casino,BR,Tier3,0,0,0,2,0
1993bet,1993bet casino,CZ,Tier2,0,0,0,0,0
1993bet,1993bet casino,DK,Tier1,0,0,0,0,0
1993bet,1993bet casino,ES,Tier1,0,0,0,0,0
1993bet,1993bet casino,FR,Tier2,0,0,0,0,0
1993bet,1993bet casino,GB,Tier1,0,0,0,0,0
1993bet,1993bet casino,HU,Tier2,0,0,0,0,0
1993bet,1993bet casino,IN,Tier3,0,0,0,0,0
1993bet,1993bet casino,IT,Tier1,0,0,0,0,0
1993bet,1993bet casino,JP,Tier2,0,0,0,0,0
1993bet,1993bet casino,MX,Tier3,0,0,0,0,0
1993bet,1993bet casino,NL,Tier1,0,0,0,0,0
1993bet,1993bet casino,PL,Tier2,0,0,0,0,0
1993bet,1993bet casino,UZ,Tier3,0,0,0,0,0
1GO casino,1GO casino,AR,Tier3,20,40,-50,0,60
1GO casino,1GO casino,BR,Tier3,2900,1200,0,0,4100
1GO casino,1GO casino,CZ,Tier2,40,50,-20,0,90
1GO casino,1GO casino,DK,Tier1,10,20,-67,0,30
1GO casino,1GO casino,ES,Tier1,70,40,250,0,110
1GO casino,1GO casino,FR,Tier2,10,40,-80,0,50
1GO casino,1GO casino,GB,Tier1,30,150,-67,0,180
1GO casino,1GO casino,HU,Tier2,140,150,56,0,290
1GO casino,1GO casino,IN,Tier3,590,400,-18,0,990
1GO casino,1GO casino,IT,Tier1,10,40,-80,0,50
1GO casino,1GO casino,JP,Tier2,10,10,0,0,20
1GO casino,1GO casino,MX,Tier3,20,80,-78,0,100
1GO casino,1GO casino,NL,Tier1,50,60,-55,0,110
1GO casino,1GO casino,PL,Tier2,110,150,-48,0,260
1GO casino,1GO casino,UZ,Tier3,30,20,50,0,50
1GO casino,1GOcasino,AR,Tier3,0,0,0,0,0
1GO casino,1GOcasino,BR,Tier3,0,40,0,0,40
1GO casino,1GOcasino,CZ,Tier2,0,0,0,0,0
1GO casino,1GOcasino,DK,Tier1,0,0,0,0,0
1GO casino,1GOcasino,ES,Tier1,0,0,-100,0,0
1GO casino,1GOcasino,FR,Tier2,0,0,0,0,0
1GO casino,1GOcasino,GB,Tier1,0,0,0,0,0
1GO casino,1GOcasino,HU,Tier2,0,10,0,0,10
1GO casino,1GOcasino,IN,Tier3,0,0,0,0,0
1GO casino,1GOcasino,IT,Tier1,0,0,0,0,0
1GO casino,1GOcasino,JP,Tier2,0,0,0,0,0
1GO casino,1GOcasino,MX,Tier3,0,0,0,0,0
1GO casino,1GOcasino,NL,Tier1,0,0,0,0,0
1GO casino,1GOcasino,PL,Tier2,0,0,0,0,0
1GO casino,1GOcasino,UZ,Tier3,0,0,0,0,0
1KING casino,1KING casino,AR,Tier3,0,0,0,0,0
1KING casino,1KING casino,BR,Tier3,10,20,0,0,30
1KING casino,1KING casino,CZ,Tier2,10,0,0,0,10
1KING casino,1KING casino,DK,Tier1,0,0,-100,0,0
1KING casino,1KING casino,ES,Tier1,10,0,0,0,10
1KING casino,1KING casino,FR,Tier2,10,0,0,0,10
1KING casino,1KING casino,GB,Tier1,10,10,0,0,20
1KING casino,1KING casino,HU,Tier2,0,0,0,0,0
1KING casino,1KING casino,IN,Tier3,10,0,0,0,10
1KING casino,1KING casino,IT,Tier1,10,0,0,0,10
1KING casino,1KING casino,JP,Tier2,0,0,0,0,0
1KING casino,1KING casino,MX,Tier3,0,0,0,0,0
1KING casino,1KING casino,NL,Tier1,10,10,0,0,20
1KING casino,1KING casino,PL,Tier2,30,10,0,0,40
1KING casino,1KING casino,UZ,Tier3,0,0,-100,0,0
1KING casino,1KINGcasino,AR,Tier3,0,0,0,0,0
1KING casino,1KINGcasino,BR,Tier3,0,0,0,0,0
1KING casino,1KINGcasino,CZ,Tier2,0,0,0,0,0
1KING casino,1KINGcasino,DK,Tier1,0,0,0,0,0
1KING casino,1KINGcasino,ES,Tier1,0,0,0,0,0
1KING casino,1KINGcasino,FR,Tier2,0,0,0,0,0
1KING casino,1KINGcasino,GB,Tier1,0,0,0,0,0
1KING casino,1KINGcasino,HU,Tier2,0,0,0,0,0
1KING casino,1KINGcasino,IN,Tier3,0,0,0,0,0
1KING casino,1KINGcasino,IT,Tier1,0,0,0,0,0
1KING casino,1KINGcasino,JP,Tier2,0,0,0,0,0
1KING casino,1KINGcasino,MX,Tier3,0,0,0,0,0
1KING casino,1KINGcasino,NL,Tier1,0,0,0,0,0
1KING casino,1KINGcasino,PL,Tier2,0,0,0,0,0
1KING casino,1KINGcasino,UZ,Tier3,0,0,0,0,0
